TransactionID,Date,CustomerID,CustomerName,AgeGroup,Gender,Region,Country,City,ProductID,ProductName,Category,Quantity,SalesAmount,CostPrice,Profit,DiscountPercent,PaymentMode,SalesChannel
T12111,2024-02-23,C2210,Maria Gomez,50+,Other,Asia,Japan,Osaka,P520,Microwave Oven,Appliances,4,6188,4755.13,1432.87,0.05,Debit Card,In-Store
T12112,2024-01-16,C2211,Emily Clark,18-25,Female,Asia,India,Mumbai,P520,Microwave Oven,Appliances,1,1758,1066.7,691.3,0.03,Cash,In-Store
T12113,2024-03-27,C2212,Jake Turner,50+,Other,Asia,UAE,Dubai,P402,Monitor,Electronics,2,2270,1591.99,678.01,0.14,UPI,In-Store
T12114,2024-03-05,C2213,Lucas Brown,50+,Other,South America,Argentina,Buenos Aires,P205,Headphones,Accessories,2,1780,1098.11,681.89,0.09,Debit Card,Online
T12115,2024-01-09,C2214,Priya Nair,18-25,Other,Europe,Italy,Rome,P520,Microwave Oven,Appliances,2,1480,1313.85,166.15,0.23,UPI,Online
T12116,2024-01-03,C2215,Meera Iyer,50+,Male,Europe,Italy,Rome,P520,Microwave Oven,Appliances,2,1060,723.15,336.85,0.21,Cash,Online
T12117,2024-01-02,C2216,John Carter,18-25,Other,Europe,Germany,Berlin,P205,Headphones,Accessories,3,5091,3183.88,1907.12,0.03,Credit Card,In-Store
T12118,2024-02-16,C2217,Emily Clark,36-50,Male,Asia,Japan,Osaka,P112,Mobile Phone,Electronics,2,504,371.37,132.63,0.12,Debit Card,In-Store
T12119,2024-03-25,C2218,Sarah Miller,36-50,Other,Asia,Singapore,Singapore,P520,Microwave Oven,Appliances,3,1299,916.18,382.82,0.1,Cash,Online
T12120,2024-01-09,C2219,Ethan Wilson,26-35,Other,North America,Canada,Vancouver,P520,Microwave Oven,Appliances,1,522,450.21,71.79,0.19,Net Banking,Online
T12121,2024-01-20,C2220,Jake Turner,36-50,Female,South America,Brazil,Rio,P112,Mobile Phone,Electronics,2,3636,2363.58,1272.42,0.01,UPI,Online
T12122,2024-03-29,C2221,Rohan Gupta,50+,Female,North America,Mexico,Mexico City,P520,Microwave Oven,Appliances,2,1514,1285.22,228.78,0.18,Debit Card,Online
T12123,2024-02-20,C2222,Rohan Gupta,36-50,Female,Europe,Italy,Milan,P205,Headphones,Accessories,2,2454,1840.93,613.07,0.21,Net Banking,Online
T12124,2024-03-21,C2223,Sonia Patel,26-35,Female,Africa,South Africa,Cape Town,P101,Laptop,Electronics,3,1410,1036.18,373.82,0.05,Debit Card,In-Store
T12125,2024-02-14,C2224,Lucas Brown,26-35,Other,North America,Canada,Toronto,P205,Headphones,Accessories,4,3612,2788.78,823.22,0.21,Cash,In-Store
T12126,2024-04-19,C2225,Rohan Gupta,50+,Female,North America,Mexico,Mexico City,P303,Washing Machine,Appliances,3,3330,2111.27,1218.73,0.18,Net Banking,In-Store
T12127,2024-02-24,C2226,Ethan Wilson,18-25,Female,Africa,Kenya,Nairobi,P112,Mobile Phone,Electronics,1,1341,942.2,398.8,0.21,UPI,In-Store
T12128,2024-02-26,C2227,Ethan Wilson,36-50,Female,Asia,Japan,Tokyo,P303,Washing Machine,Appliances,2,1498,915.74,582.26,0.09,Credit Card,In-Store
T12129,2024-03-24,C2228,Aditi Sharma,18-25,Male,Africa,South Africa,Cape Town,P402,Monitor,Electronics,4,7420,6025.16,1394.84,0.07,UPI,In-Store
T12130,2024-03-04,C2229,Meera Iyer,50+,Female,South America,Chile,Santiago,P402,Monitor,Electronics,2,1258,973.99,284.01,0.18,Credit Card,In-Store
T12131,2024-03-20,C2230,Natalie Reed,36-50,Male,Asia,India,Delhi,P112,Mobile Phone,Electronics,3,4527,3713.41,813.59,0.09,Debit Card,In-Store
T12132,2024-01-22,C2231,Priya Nair,18-25,Other,Europe,France,Lyon,P520,Microwave Oven,Appliances,1,58,36.89,21.11,0.13,Net Banking,Online
T12133,2024-02-14,C2232,Meera Iyer,36-50,Male,Europe,Italy,Milan,P112,Mobile Phone,Electronics,4,1028,842.14,185.86,0.13,Credit Card,In-Store
T12134,2024-01-01,C2233,Sarah Miller,18-25,Female,North America,Canada,Vancouver,P101,Laptop,Electronics,4,2268,2003.09,264.91,0.01,UPI,In-Store
T12135,2024-03-20,C2234,Sarah Miller,36-50,Other,Europe,Germany,Munich,P101,Laptop,Electronics,2,1476,937.65,538.35,0.25,Net Banking,In-Store
T12136,2024-03-01,C2235,Ethan Wilson,18-25,Female,Africa,Kenya,Nairobi,P101,Laptop,Electronics,4,1744,1167.42,576.58,0.18,UPI,Online
T12137,2024-02-24,C2236,Meera Iyer,26-35,Male,Asia,Japan,Tokyo,P402,Monitor,Electronics,4,5644,4718.15,925.85,0.08,Net Banking,In-Store
T12138,2024-04-20,C2237,Ethan Wilson,36-50,Female,Europe,Germany,Munich,P303,Washing Machine,Appliances,2,1884,1509.23,374.77,0.05,Credit Card,Online
T12139,2024-03-20,C2238,Maria Gomez,50+,Male,Asia,Japan,Osaka,P205,Headphones,Accessories,3,3333,2805.47,527.53,0.15,Credit Card,Online
T12140,2024-02-22,C2239,Aditi Sharma,50+,Male,Asia,Japan,Osaka,P303,Washing Machine,Appliances,3,4323,3763.5,559.5,0.1,UPI,In-Store
T12141,2024-01-16,C2240,Ethan Wilson,50+,Other,Africa,Kenya,Nairobi,P520,Microwave Oven,Appliances,4,2360,1642.94,717.06,0.19,UPI,Online
T12142,2024-03-04,C2241,Meera Iyer,18-25,Male,Asia,Japan,Osaka,P402,Monitor,Electronics,3,1182,776.39,405.61,0.17,Net Banking,In-Store
T12143,2024-01-12,C2242,Meera Iyer,50+,Other,Europe,Italy,Rome,P520,Microwave Oven,Appliances,1,1844,1488.45,355.55,0.13,UPI,Online
T12144,2024-02-19,C2243,Aditi Sharma,26-35,Female,Africa,South Africa,Cape Town,P402,Monitor,Electronics,4,6260,4029.38,2230.62,0.1,Cash,Online
T12145,2024-01-29,C2244,Ethan Wilson,50+,Female,Africa,Kenya,Nairobi,P112,Mobile Phone,Electronics,3,5796,4327.19,1468.81,0.15,Net Banking,Online
T12146,2024-04-07,C2245,Priya Nair,36-50,Other,Asia,Japan,Tokyo,P520,Microwave Oven,Appliances,2,232,197.52,34.48,0.22,Debit Card,Online
T12147,2024-04-12,C2246,Maria Gomez,26-35,Other,South America,Brazil,Rio,P402,Monitor,Electronics,2,3654,2875.68,778.32,0.01,UPI,In-Store
T12148,2024-02-23,C2247,Meera Iyer,26-35,Male,North America,USA,New York,P303,Washing Machine,Appliances,2,1044,931.57,112.43,0.01,Net Banking,In-Store
T12149,2024-02-24,C2248,Jake Turner,36-50,Female,North America,Mexico,Mexico City,P520,Microwave Oven,Appliances,4,5208,3382.16,1825.84,0.17,Net Banking,In-Store
T12150,2024-03-27,C2249,Sonia Patel,36-50,Female,South America,Argentina,Buenos Aires,P520,Microwave Oven,Appliances,2,3370,2510.84,859.16,0.17,UPI,Online
T12151,2024-04-05,C2250,Michael Ross,18-25,Female,Asia,Japan,Osaka,P303,Washing Machine,Appliances,4,5004,3223.76,1780.24,0.02,Net Banking,Online
T12152,2024-03-17,C2251,Aditi Sharma,26-35,Male,Africa,Egypt,Cairo,P112,Mobile Phone,Electronics,4,4528,3814.3,713.7,0.05,UPI,Online
T12153,2024-04-26,C2252,Maria Gomez,26-35,Male,North America,Canada,Vancouver,P402,Monitor,Electronics,1,144,107.01,36.99,0.16,Net Banking,In-Store
T12154,2024-01-07,C2253,Rohan Gupta,26-35,Male,South America,Chile,Santiago,P101,Laptop,Electronics,3,2331,1987.29,343.71,0.07,Credit Card,Online
T12155,2024-01-30,C2254,Lucas Brown,50+,Male,South America,Argentina,Buenos Aires,P520,Microwave Oven,Appliances,1,1335,912.11,422.89,0.16,Net Banking,Online
T12156,2024-03-06,C2255,Sonia Patel,26-35,Male,North America,USA,New York,P205,Headphones,Accessories,2,1922,1392.58,529.42,0.19,Credit Card,Online
T12157,2024-02-01,C2256,Maria Gomez,18-25,Other,Asia,UAE,Dubai,P402,Monitor,Electronics,1,96,83.03,12.97,0.13,Credit Card,Online
T12158,2024-04-29,C2257,Aditi Sharma,18-25,Other,South America,Argentina,Buenos Aires,P101,Laptop,Electronics,4,812,714.79,97.21,0.13,Net Banking,In-Store
T12159,2024-01-05,C2258,John Carter,18-25,Male,North America,USA,New York,P520,Microwave Oven,Appliances,1,818,503.91,314.09,0.23,Net Banking,In-Store
T12160,2024-03-11,C2259,Sarah Miller,26-35,Other,Africa,South Africa,Cape Town,P520,Microwave Oven,Appliances,4,848,650.13,197.87,0.18,Cash,In-Store
T12161,2024-01-30,C2260,Jake Turner,50+,Other,North America,Canada,Toronto,P402,Monitor,Electronics,3,2697,2222.78,474.22,0.08,Cash,In-Store
T12162,2024-04-11,C2261,Jake Turner,18-25,Male,Africa,Egypt,Cairo,P520,Microwave Oven,Appliances,4,6088,4692.97,1395.03,0.18,Debit Card,Online
T12163,2024-04-04,C2262,Meera Iyer,26-35,Male,Asia,UAE,Abu Dhabi,P205,Headphones,Accessories,3,924,718.78,205.22,0.23,Credit Card,In-Store
T12164,2024-02-10,C2263,John Carter,18-25,Other,Asia,India,Mumbai,P520,Microwave Oven,Appliances,3,2028,1730.77,297.23,0.22,Credit Card,Online
T12165,2024-04-06,C2264,Priya Nair,18-25,Other,South America,Brazil,São Paulo,P101,Laptop,Electronics,4,4600,4135.42,464.58,0.19,UPI,Online
T12166,2024-03-31,C2265,Jake Turner,36-50,Male,North America,USA,Chicago,P402,Monitor,Electronics,3,2493,2015.46,477.54,0.2,Credit Card,Online
T12167,2024-03-23,C2266,Rohan Gupta,50+,Male,Asia,Singapore,Singapore,P112,Mobile Phone,Electronics,3,4917,4074.27,842.73,0.13,Debit Card,Online
T12168,2024-04-04,C2267,Sonia Patel,36-50,Male,Europe,UK,London,P520,Microwave Oven,Appliances,1,1126,785.96,340.04,0.11,Credit Card,In-Store
T12169,2024-02-15,C2268,Natalie Reed,36-50,Female,South America,Brazil,Rio,P101,Laptop,Electronics,2,3830,2381.16,1448.84,0.24,Credit Card,Online
T12170,2024-01-27,C2269,Rohan Gupta,26-35,Female,Europe,Germany,Berlin,P520,Microwave Oven,Appliances,2,2582,1659.3,922.7,0.16,UPI,Online
T12171,2024-02-20,C2270,Meera Iyer,26-35,Female,South America,Argentina,Buenos Aires,P112,Mobile Phone,Electronics,2,2394,2104.92,289.08,0.0,Cash,In-Store
T12172,2024-01-22,C2271,Lucas Brown,36-50,Male,Africa,Egypt,Cairo,P402,Monitor,Electronics,4,4152,3647.54,504.46,0.01,UPI,Online
T12173,2024-02-24,C2272,Emily Clark,18-25,Female,Asia,Japan,Osaka,P101,Laptop,Electronics,3,2310,2033.04,276.96,0.14,Net Banking,Online
T12174,2024-01-08,C2273,Lucas Brown,26-35,Male,Africa,Kenya,Nairobi,P205,Headphones,Accessories,2,3818,3389.92,428.08,0.1,Cash,Online
T12175,2024-01-02,C2274,Ethan Wilson,18-25,Other,North America,Mexico,Mexico City,P101,Laptop,Electronics,4,2624,2073.37,550.63,0.23,Cash,In-Store
T12176,2024-02-28,C2275,Sarah Miller,50+,Female,South America,Argentina,Buenos Aires,P101,Laptop,Electronics,3,1767,1367.57,399.43,0.04,Debit Card,In-Store
T12177,2024-02-13,C2276,Meera Iyer,26-35,Female,Asia,Japan,Osaka,P205,Headphones,Accessories,1,1129,926.67,202.33,0.08,Net Banking,Online
T12178,2024-02-01,C2277,Aditi Sharma,26-35,Male,Asia,Japan,Tokyo,P520,Microwave Oven,Appliances,2,3046,1984.11,1061.89,0.19,UPI,Online
T12179,2024-03-06,C2278,Lucas Brown,50+,Male,North America,USA,Seattle,P205,Headphones,Accessories,2,2020,1289.95,730.05,0.11,UPI,In-Store
T12180,2024-02-05,C2279,Lucas Brown,36-50,Female,North America,USA,Seattle,P402,Monitor,Electronics,1,1328,966.26,361.74,0.06,UPI,In-Store
T12181,2024-03-01,C2280,Rohan Gupta,50+,Male,Africa,Kenya,Nairobi,P402,Monitor,Electronics,2,1038,922.17,115.83,0.15,Net Banking,Online
T12182,2024-03-22,C2281,Natalie Reed,36-50,Other,Europe,Italy,Rome,P112,Mobile Phone,Electronics,4,2564,2010.57,553.43,0.02,Net Banking,In-Store
T12183,2024-04-28,C2282,Meera Iyer,50+,Male,North America,Mexico,Monterrey,P402,Monitor,Electronics,3,711,611.47,99.53,0.25,UPI,Online
T12184,2024-02-19,C2283,Sarah Miller,36-50,Female,Asia,Japan,Osaka,P101,Laptop,Electronics,4,7964,5681.58,2282.42,0.03,Net Banking,In-Store
T12185,2024-02-16,C2284,Lucas Brown,26-35,Other,North America,Canada,Vancouver,P402,Monitor,Electronics,3,2637,1954.0,683.0,0.21,Debit Card,Online
T12186,2024-01-29,C2285,Meera Iyer,18-25,Other,South America,Chile,Santiago,P205,Headphones,Accessories,4,6360,4453.68,1906.32,0.01,Net Banking,In-Store
T12187,2024-03-23,C2286,Natalie Reed,26-35,Other,Europe,Germany,Berlin,P303,Washing Machine,Appliances,1,1656,1366.0,290.0,0.11,UPI,Online
T12188,2024-01-10,C2287,Meera Iyer,50+,Other,North America,USA,New York,P101,Laptop,Electronics,2,1518,924.84,593.16,0.22,Cash,In-Store
T12189,2024-02-29,C2288,Michael Ross,18-25,Female,Europe,UK,London,P402,Monitor,Electronics,3,3339,2297.53,1041.47,0.1,Cash,Online
T12190,2024-02-15,C2289,Michael Ross,26-35,Male,Europe,UK,London,P112,Mobile Phone,Electronics,2,2940,1785.51,1154.49,0.15,Credit Card,Online
T12191,2024-01-19,C2290,Jake Turner,36-50,Female,South America,Brazil,Rio,P520,Microwave Oven,Appliances,1,493,436.99,56.01,0.15,Debit Card,Online
T12192,2024-03-31,C2291,Maria Gomez,36-50,Female,North America,USA,Seattle,P205,Headphones,Accessories,4,3152,2030.1,1121.9,0.21,UPI,In-Store
T12193,2024-02-26,C2292,Sarah Miller,26-35,Male,North America,Canada,Toronto,P303,Washing Machine,Appliances,4,4128,2803.09,1324.91,0.01,Cash,In-Store
T12194,2024-01-24,C2293,Priya Nair,50+,Female,Asia,UAE,Dubai,P112,Mobile Phone,Electronics,1,1498,1200.14,297.86,0.08,Debit Card,In-Store
T12195,2024-03-09,C2294,Ethan Wilson,26-35,Male,Africa,Kenya,Nairobi,P402,Monitor,Electronics,1,1744,1422.82,321.18,0.21,Debit Card,In-Store
T12196,2024-02-13,C2295,Maria Gomez,18-25,Male,South America,Argentina,Buenos Aires,P205,Headphones,Accessories,3,2748,1846.02,901.98,0.1,Credit Card,In-Store
T12197,2024-04-24,C2296,Ethan Wilson,36-50,Other,Europe,UK,London,P402,Monitor,Electronics,4,5900,4303.77,1596.23,0.06,Net Banking,Online
T12198,2024-04-10,C2297,Jake Turner,26-35,Male,South America,Chile,Santiago,P402,Monitor,Electronics,3,5895,4641.2,1253.8,0.16,Debit Card,Online
T12199,2024-04-16,C2298,John Carter,50+,Male,North America,USA,New York,P402,Monitor,Electronics,3,3792,2678.39,1113.61,0.1,Debit Card,Online
T12200,2024-02-08,C2299,Daniel Wong,50+,Female,Europe,Germany,Berlin,P520,Microwave Oven,Appliances,3,2769,2123.88,645.12,0.21,Cash,Online
T12201,2024-03-16,C2300,Jake Turner,50+,Male,North America,Mexico,Mexico City,P112,Mobile Phone,Electronics,3,948,664.34,283.66,0.14,UPI,Online
T12202,2024-01-25,C2301,Jake Turner,18-25,Male,North America,Canada,Vancouver,P303,Washing Machine,Appliances,4,836,533.08,302.92,0.2,Net Banking,Online
T12203,2024-04-27,C2302,Daniel Wong,50+,Male,Asia,Japan,Tokyo,P303,Washing Machine,Appliances,2,2124,1375.26,748.74,0.11,Net Banking,In-Store
T12204,2024-04-10,C2303,Jake Turner,36-50,Male,North America,Mexico,Mexico City,P112,Mobile Phone,Electronics,2,3294,2805.05,488.95,0.12,Debit Card,In-Store
T12205,2024-04-14,C2304,Sarah Miller,18-25,Other,South America,Argentina,Buenos Aires,P303,Washing Machine,Appliances,2,3752,2745.91,1006.09,0.02,Debit Card,In-Store
T12206,2024-01-02,C2305,Natalie Reed,26-35,Other,Asia,India,Bengaluru,P520,Microwave Oven,Appliances,4,6784,5784.97,999.03,0.06,UPI,In-Store
T12207,2024-02-23,C2306,Michael Ross,36-50,Male,South America,Brazil,São Paulo,P402,Monitor,Electronics,4,6924,4400.47,2523.53,0.0,Net Banking,Online
T12208,2024-04-03,C2307,Rohan Gupta,26-35,Other,Asia,India,Mumbai,P303,Washing Machine,Appliances,2,564,380.71,183.29,0.21,Debit Card,In-Store
T12209,2024-03-23,C2308,Aditi Sharma,36-50,Male,Europe,UK,London,P303,Washing Machine,Appliances,3,2178,1581.96,596.04,0.1,Net Banking,Online
T12210,2024-03-17,C2309,Sonia Patel,36-50,Male,Europe,France,Paris,P205,Headphones,Accessories,4,7784,6729.82,1054.18,0.1,Debit Card,Online
T12211,2024-04-04,C2310,Rohan Gupta,36-50,Male,South America,Chile,Santiago,P101,Laptop,Electronics,4,3180,1916.78,1263.22,0.16,Net Banking,In-Store
T12212,2024-01-06,C2311,Aditi Sharma,26-35,Male,Africa,Kenya,Nairobi,P402,Monitor,Electronics,4,3396,2223.97,1172.03,0.11,Net Banking,Online
T12213,2024-03-08,C2312,Jake Turner,18-25,Other,Asia,Japan,Tokyo,P520,Microwave Oven,Appliances,3,4590,2765.64,1824.36,0.21,Net Banking,In-Store
T12214,2024-04-16,C2313,Meera Iyer,50+,Female,Asia,Singapore,Singapore,P112,Mobile Phone,Electronics,3,270,188.63,81.37,0.15,Cash,Online
T12215,2024-03-19,C2314,Michael Ross,26-35,Male,Asia,Japan,Tokyo,P520,Microwave Oven,Appliances,2,2588,2060.39,527.61,0.1,Cash,In-Store
T12216,2024-01-04,C2315,Priya Nair,50+,Female,South America,Brazil,Rio,P101,Laptop,Electronics,1,293,212.37,80.63,0.19,Cash,Online
T12217,2024-03-30,C2316,Emily Clark,50+,Female,Africa,Kenya,Nairobi,P303,Washing Machine,Appliances,1,777,673.15,103.85,0.03,Debit Card,Online
T12218,2024-04-27,C2317,Priya Nair,36-50,Female,North America,Mexico,Mexico City,P402,Monitor,Electronics,3,1347,963.29,383.71,0.24,UPI,Online
T12219,2024-04-10,C2318,Natalie Reed,50+,Other,South America,Chile,Santiago,P205,Headphones,Accessories,4,3516,2268.34,1247.66,0.13,Debit Card,In-Store
T12220,2024-04-28,C2319,Maria Gomez,36-50,Female,Asia,Singapore,Singapore,P101,Laptop,Electronics,3,5871,4769.22,1101.78,0.12,Cash,Online
T12221,2024-04-12,C2320,Priya Nair,18-25,Other,South America,Chile,Santiago,P402,Monitor,Electronics,1,919,686.62,232.38,0.06,Credit Card,In-Store
T12222,2024-02-21,C2321,Ethan Wilson,18-25,Female,South America,Brazil,São Paulo,P205,Headphones,Accessories,3,3153,2198.8,954.2,0.2,Cash,Online
T12223,2024-03-27,C2322,John Carter,26-35,Female,Europe,Italy,Milan,P520,Microwave Oven,Appliances,1,176,107.93,68.07,0.25,Net Banking,In-Store
T12224,2024-03-28,C2323,Emily Clark,18-25,Other,Africa,Egypt,Cairo,P112,Mobile Phone,Electronics,4,5928,4999.24,928.76,0.02,Cash,Online
T12225,2024-03-20,C2324,Priya Nair,50+,Male,Africa,Egypt,Cairo,P303,Washing Machine,Appliances,3,5307,3841.6,1465.4,0.13,Debit Card,Online
T12226,2024-01-01,C2325,Daniel Wong,18-25,Other,Europe,Italy,Rome,P402,Monitor,Electronics,3,150,117.41,32.59,0.19,Debit Card,In-Store
T12227,2024-01-26,C2326,Emily Clark,26-35,Male,North America,USA,New York,P303,Washing Machine,Appliances,3,1434,909.34,524.66,0.1,Credit Card,In-Store
T12228,2024-04-06,C2327,Ethan Wilson,36-50,Female,Africa,South Africa,Cape Town,P402,Monitor,Electronics,3,1335,1190.27,144.73,0.01,Credit Card,Online
T12229,2024-04-28,C2328,John Carter,26-35,Female,North America,Mexico,Monterrey,P402,Monitor,Electronics,3,390,264.5,125.5,0.21,Credit Card,Online
T12230,2024-01-27,C2329,Daniel Wong,50+,Male,Africa,South Africa,Cape Town,P205,Headphones,Accessories,1,672,422.36,249.64,0.02,Debit Card,Online
T12231,2024-04-09,C2330,Lucas Brown,36-50,Male,North America,Canada,Toronto,P303,Washing Machine,Appliances,1,1544,1202.8,341.2,0.08,Net Banking,In-Store
T12232,2024-01-06,C2331,Lucas Brown,18-25,Female,Africa,South Africa,Johannesburg,P402,Monitor,Electronics,1,488,309.36,178.64,0.09,UPI,In-Store
T12233,2024-03-01,C2332,Lucas Brown,50+,Female,Europe,UK,Manchester,P112,Mobile Phone,Electronics,2,3584,2661.51,922.49,0.09,Net Banking,Online
T12234,2024-01-10,C2333,Maria Gomez,18-25,Female,South America,Argentina,Buenos Aires,P101,Laptop,Electronics,2,2356,1561.7,794.3,0.04,Debit Card,In-Store
T12235,2024-02-25,C2334,John Carter,50+,Male,South America,Chile,Santiago,P303,Washing Machine,Appliances,4,2936,2312.05,623.95,0.18,Cash,In-Store
T12236,2024-02-24,C2335,Natalie Reed,18-25,Male,North America,Mexico,Monterrey,P520,Microwave Oven,Appliances,3,5226,3677.64,1548.36,0.04,UPI,Online
T12237,2024-01-26,C2336,Natalie Reed,18-25,Female,South America,Chile,Santiago,P205,Headphones,Accessories,3,1248,770.19,477.81,0.22,Debit Card,In-Store
T12238,2024-03-20,C2337,Priya Nair,36-50,Other,Asia,India,Delhi,P402,Monitor,Electronics,2,288,244.65,43.35,0.04,UPI,Online
T12239,2024-03-02,C2338,Rohan Gupta,18-25,Female,Europe,Germany,Berlin,P303,Washing Machine,Appliances,3,4671,3243.92,1427.08,0.03,UPI,Online
T12240,2024-03-08,C2339,Sarah Miller,50+,Male,Asia,India,Bengaluru,P303,Washing Machine,Appliances,4,6712,4285.98,2426.02,0.01,Net Banking,In-Store
T12241,2024-01-30,C2340,Michael Ross,26-35,Male,South America,Chile,Santiago,P303,Washing Machine,Appliances,1,459,404.26,54.74,0.06,Credit Card,Online
T12242,2024-04-03,C2341,Natalie Reed,36-50,Other,Asia,Singapore,Singapore,P112,Mobile Phone,Electronics,3,5229,3167.09,2061.91,0.01,Cash,Online
T12243,2024-01-07,C2342,Jake Turner,36-50,Male,Asia,India,Delhi,P402,Monitor,Electronics,1,610,534.68,75.32,0.19,UPI,Online
T12244,2024-04-15,C2343,Daniel Wong,26-35,Male,North America,Mexico,Monterrey,P205,Headphones,Accessories,1,1536,1292.42,243.58,0.15,Debit Card,In-Store
T12245,2024-04-08,C2344,Ethan Wilson,36-50,Female,Africa,Kenya,Nairobi,P112,Mobile Phone,Electronics,3,1380,918.97,461.03,0.11,Credit Card,In-Store
T12246,2024-01-10,C2345,Natalie Reed,18-25,Other,Asia,India,Delhi,P303,Washing Machine,Appliances,1,1264,1076.54,187.46,0.07,Debit Card,Online
T12247,2024-01-08,C2346,Michael Ross,50+,Male,Europe,France,Lyon,P520,Microwave Oven,Appliances,1,1168,930.23,237.77,0.06,Debit Card,Online
T12248,2024-03-16,C2347,Ethan Wilson,36-50,Male,Europe,Italy,Rome,P520,Microwave Oven,Appliances,3,4761,3656.24,1104.76,0.24,UPI,In-Store
T12249,2024-01-03,C2348,Ethan Wilson,50+,Male,South America,Chile,Santiago,P112,Mobile Phone,Electronics,4,6032,4443.16,1588.84,0.23,Net Banking,In-Store
T12250,2024-03-24,C2349,Aditi Sharma,26-35,Male,South America,Argentina,Buenos Aires,P520,Microwave Oven,Appliances,1,719,496.86,222.14,0.09,Cash,In-Store
T12251,2024-01-17,C2350,Michael Ross,36-50,Male,Asia,Japan,Osaka,P520,Microwave Oven,Appliances,2,2644,1907.36,736.64,0.02,Debit Card,In-Store
T12252,2024-01-20,C2351,Meera Iyer,36-50,Male,Europe,Germany,Berlin,P205,Headphones,Accessories,1,563,454.93,108.07,0.01,Net Banking,Online
T12253,2024-03-18,C2352,Emily Clark,26-35,Female,Asia,Singapore,Singapore,P402,Monitor,Electronics,4,5256,4157.54,1098.46,0.06,UPI,Online
T12254,2024-04-27,C2353,Emily Clark,26-35,Male,South America,Argentina,Buenos Aires,P101,Laptop,Electronics,4,2208,1523.84,684.16,0.2,UPI,In-Store
T12255,2024-04-27,C2354,Natalie Reed,36-50,Other,North America,Canada,Toronto,P101,Laptop,Electronics,2,1082,939.42,142.58,0.12,Debit Card,Online
T12256,2024-01-03,C2355,John Carter,26-35,Female,North America,USA,New York,P112,Mobile Phone,Electronics,4,788,612.08,175.92,0.11,Credit Card,In-Store
T12257,2024-04-24,C2356,Sonia Patel,18-25,Other,Europe,France,Paris,P205,Headphones,Accessories,2,422,357.8,64.2,0.06,Net Banking,In-Store
T12258,2024-03-12,C2357,Meera Iyer,26-35,Other,South America,Argentina,Buenos Aires,P402,Monitor,Electronics,3,2661,1644.08,1016.92,0.15,Debit Card,In-Store
T12259,2024-04-24,C2358,Aditi Sharma,50+,Other,Asia,Japan,Tokyo,P303,Washing Machine,Appliances,2,3668,2321.05,1346.95,0.2,Net Banking,In-Store
T12260,2024-04-19,C2359,Meera Iyer,26-35,Other,South America,Brazil,São Paulo,P112,Mobile Phone,Electronics,3,393,267.52,125.48,0.2,UPI,Online
T12261,2024-01-27,C2360,Jake Turner,26-35,Other,Europe,UK,London,P112,Mobile Phone,Electronics,4,5344,4777.11,566.89,0.07,Debit Card,In-Store
T12262,2024-04-23,C2361,John Carter,26-35,Male,North America,USA,Chicago,P112,Mobile Phone,Electronics,2,3712,2341.08,1370.92,0.19,Debit Card,In-Store
T12263,2024-04-10,C2362,Aditi Sharma,18-25,Female,Africa,Egypt,Cairo,P101,Laptop,Electronics,3,1968,1199.21,768.79,0.22,Debit Card,In-Store
T12264,2024-04-27,C2363,John Carter,36-50,Other,Africa,Egypt,Cairo,P303,Washing Machine,Appliances,1,644,420.34,223.66,0.24,Credit Card,In-Store
T12265,2024-01-12,C2364,Priya Nair,26-35,Other,South America,Argentina,Buenos Aires,P101,Laptop,Electronics,3,5754,4788.13,965.87,0.09,Cash,In-Store
T12266,2024-01-08,C2365,Priya Nair,36-50,Female,Africa,South Africa,Johannesburg,P205,Headphones,Accessories,4,728,541.77,186.23,0.14,Debit Card,In-Store
T12267,2024-01-23,C2366,Natalie Reed,18-25,Female,South America,Chile,Santiago,P112,Mobile Phone,Electronics,4,5012,3658.96,1353.04,0.1,UPI,In-Store
T12268,2024-01-21,C2367,Aditi Sharma,50+,Male,Europe,France,Paris,P205,Headphones,Accessories,1,1178,710.28,467.72,0.06,Cash,Online
T12269,2024-01-16,C2368,Jake Turner,50+,Male,Europe,France,Paris,P520,Microwave Oven,Appliances,1,1413,1089.7,323.3,0.11,UPI,Online
T12270,2024-02-03,C2369,Aditi Sharma,36-50,Other,Europe,Germany,Munich,P205,Headphones,Accessories,1,843,523.29,319.71,0.08,Cash,In-Store
T12271,2024-02-10,C2370,Sarah Miller,18-25,Other,Asia,Japan,Osaka,P112,Mobile Phone,Electronics,2,1494,1169.59,324.41,0.15,UPI,In-Store
T12272,2024-01-15,C2371,Rohan Gupta,26-35,Female,Asia,Japan,Tokyo,P101,Laptop,Electronics,2,2332,2064.83,267.17,0.09,UPI,Online
T12273,2024-02-29,C2372,Ethan Wilson,50+,Male,Europe,Germany,Munich,P112,Mobile Phone,Electronics,1,1699,1073.18,625.82,0.17,Cash,In-Store
T12274,2024-02-17,C2373,Lucas Brown,18-25,Other,North America,Mexico,Monterrey,P402,Monitor,Electronics,3,438,317.43,120.57,0.21,Cash,In-Store
T12275,2024-03-20,C2374,Jake Turner,26-35,Female,South America,Chile,Santiago,P112,Mobile Phone,Electronics,4,3228,2772.21,455.79,0.11,Credit Card,In-Store
